fold	word	gold	pred	left_ctx	right_ctx	sentence
2	μέσα	ADV	NOUN	εμπήκασιν	στο	εμπήκασιν μέσα στο απίστευτον πλοίον του καπετάνιου αφούτις επληρώσαμεν για λλόου τους
2	απίστευτον	ADJ	NOUN	στο	πλοίον	εμπήκασιν μέσα στο απίστευτον πλοίον του καπετάνιου αφούτις επληρώσαμεν για λλόου τους
2	αφούτις	SCONJ	NOUN	καπετάνιου	επληρώσαμεν	εμπήκασιν μέσα στο απίστευτον πλοίον του καπετάνιου αφούτις επληρώσαμεν για λλόου τους
2	λλόου	PRON	NOUN	για	τους	εμπήκασιν μέσα στο απίστευτον πλοίον του καπετάνιου αφούτις επληρώσαμεν για λλόου τους
2	κάμποσες	DET	NOUN	έχω	κλάτσες	έχω κάμποσες κλάτσες για τον Σεπτέμβρη
2	πολλά	ADJ	ADV	είσ̆εν	παιχνίδια	είσ̆εν πολλά παιχνίδια με την μάμμα και τον παπάν μου
2	την	DET	PRON	με	μάμμα	είσ̆εν πολλά παιχνίδια με την μάμμα και τον παπάν μου
2	τον	DET	PRON	και	παπάν	είσ̆εν πολλά παιχνίδια με την μάμμα και τον παπάν μου
2	τους 	PRON	NOUN	σπίτκια	εν	τα σπίτκια τους  εν δίπλα τζ̆αι παίζουν το απόγευμαν
2	δίπλα	ADV	NOUN	εν	τζ̆αι	τα σπίτκια τους  εν δίπλα τζ̆αι παίζουν το απόγευμαν
2	εννά	PART	VERB	<BOS>	πλύννω	εννά πλύννω τα δόντια μου μετά με την οδοντόπαστα και την οδοντόβουρτσα να είναι καθαρά τζ̆αι άσπρα
2	πλύννω	VERB	NOUN	εννά	τα	εννά πλύννω τα δόντια μου μετά με την οδοντόπαστα και την οδοντόβουρτσα να είναι καθαρά τζ̆αι άσπρα
2	την	DET	PRON	με	οδοντόπαστα	εννά πλύννω τα δόντια μου μετά με την οδοντόπαστα και την οδοντόβουρτσα να είναι καθαρά τζ̆αι άσπρα
2	την	DET	PRON	και	οδοντόβουρτσα	εννά πλύννω τα δόντια μου μετά με την οδοντόπαστα και την οδοντόβουρτσα να είναι καθαρά τζ̆αι άσπρα
2	είναι	VERB	NOUN	να	καθαρά	εννά πλύννω τα δόντια μου μετά με την οδοντόπαστα και την οδοντόβουρτσα να είναι καθαρά τζ̆αι άσπρα
2	καθαρά	ADJ	NOUN	είναι	τζ̆αι	εννά πλύννω τα δόντια μου μετά με την οδοντόπαστα και την οδοντόβουρτσα να είναι καθαρά τζ̆αι άσπρα
2	άσπρα	ADJ	NOUN	τζ̆αι	<EOS>	εννά πλύννω τα δόντια μου μετά με την οδοντόπαστα και την οδοντόβουρτσα να είναι καθαρά τζ̆αι άσπρα
2	εννά	PART	VERB	<BOS>	πονεί	εννά πονεί τζ̆αι εννά κλέει
2	πονεί	VERB	NOUN	εννά	τζ̆αι	εννά πονεί τζ̆αι εννά κλέει
2	εν	VERB	PART	<BOS>	που	εν που το σούπερμαρκετ
2	είσ̆ες	VERB	NOUN	<BOS>	τζ̆αι	είσ̆ες τζ̆αι ένα πουκάμισο όπως του παπά μου
2	του	DET	PRON	όπως	παπά	είσ̆ες τζ̆αι ένα πουκάμισο όπως του παπά μου
2	αρρώστησε	VERB	NOUN	κύριος	<EOS>	ο κύριος αρρώστησε
3	είσαι	VERB	NOUN	<BOS>	ένας	είσαι ένας λεβεντάθρωπος
3	ένας	DET	VERB	είσαι	λεβεντάθρωπος	είσαι ένας λεβεντάθρωπος
3	εδουλεύκασιν	VERB	NOUN	<BOS>	διότι	εδουλεύκασιν διότι εν έχουν ψωμίν να φαν
3	φαν	VERB	NOUN	να	<EOS>	εδουλεύκασιν διότι εν έχουν ψωμίν να φαν
3	εν	VERB	PART	του	πορτοκκαλλιά	τα πόδια του εν πορτοκκαλλιά
3	πορτοκκαλλιά	ADJ	NOUN	εν	<EOS>	τα πόδια του εν πορτοκκαλλιά
3	θέλω	VERB	NOUN	<BOS>	σοκολάτες	θέλω σοκολάτες να φάμεν τζ̆αι άλλα παιχνίθκια να παίξουμεν μαζίν
3	επήα	VERB	NOUN	εν	εν	εν επήα εν με πήραν ο παππούς τζ̆αι η γιαγιά
3	πήραν	VERB	NOUN	με	ο	εν επήα εν με πήραν ο παππούς τζ̆αι η γιαγιά
3	ποιον	ADP	NOUN	<BOS>	μωρόν	ποιον μωρόν έπαιξεν τζ̆αι ανακάτεψεν τα ούλλα
3	δαμέ	ADV	NOUN	<BOS>	κανένας	δαμέ κανένας εν έρκεται επειδή πριν δέκα μέρες είσ̆εν δυστύχημαν
3	κανένας	DET	NOUN	δαμέ	εν	δαμέ κανένας εν έρκεται επειδή πριν δέκα μέρες είσ̆εν δυστύχημαν
3	πριν	ADV	NOUN	επειδή	δέκα	δαμέ κανένας εν έρκεται επειδή πριν δέκα μέρες είσ̆εν δυστύχημαν
3	δέκα	ADJ	NOUN	πριν	μέρες	δαμέ κανένας εν έρκεται επειδή πριν δέκα μέρες είσ̆εν δυστύχημαν
3	μεν	PART	VERB	να	ξεράνουν	να μεν ξεράνουν εν κρίμα τα καημένα τζ̆αι εν πολλά όμορφα δέντρα
3	ξεράνουν	VERB	NOUN	μεν	εν	να μεν ξεράνουν εν κρίμα τα καημένα τζ̆αι εν πολλά όμορφα δέντρα
3	εν	VERB	PART	ξεράνουν	κρίμα	να μεν ξεράνουν εν κρίμα τα καημένα τζ̆αι εν πολλά όμορφα δέντρα
3	καημένα	ADJ	NOUN	τα	τζ̆αι	να μεν ξεράνουν εν κρίμα τα καημένα τζ̆αι εν πολλά όμορφα δέντρα
3	εν	VERB	PART	τζ̆αι	πολλά	να μεν ξεράνουν εν κρίμα τα καημένα τζ̆αι εν πολλά όμορφα δέντρα
3	πολλά	ADV	ADJ	εν	όμορφα	να μεν ξεράνουν εν κρίμα τα καημένα τζ̆αι εν πολλά όμορφα δέντρα
3	όμορφα	ADV	NOUN	πολλά	δέντρα	να μεν ξεράνουν εν κρίμα τα καημένα τζ̆αι εν πολλά όμορφα δέντρα
3	τούτα	PRON	NOUN	<BOS>	εν	τούτα εν πολλά δυνατά για  εμένα προτιμώ πιο μιτσ̆ά
3	εν	VERB	PART	τούτα	πολλά	τούτα εν πολλά δυνατά για  εμένα προτιμώ πιο μιτσ̆ά
3	πολλά	ADV	ADJ	εν	δυνατά	τούτα εν πολλά δυνατά για  εμένα προτιμώ πιο μιτσ̆ά
3	δυνατά	ADJ	NOUN	πολλά	για 	τούτα εν πολλά δυνατά για  εμένα προτιμώ πιο μιτσ̆ά
3	για 	ADP	NOUN	δυνατά	εμένα	τούτα εν πολλά δυνατά για  εμένα προτιμώ πιο μιτσ̆ά
3	εμένα	PRON	NOUN	για 	προτιμώ	τούτα εν πολλά δυνατά για  εμένα προτιμώ πιο μιτσ̆ά
3	προτιμώ	VERB	NOUN	εμένα	πιο	τούτα εν πολλά δυνατά για  εμένα προτιμώ πιο μιτσ̆ά
3	πιο	ADV	NOUN	προτιμώ	μιτσ̆ά	τούτα εν πολλά δυνατά για  εμένα προτιμώ πιο μιτσ̆ά
3	μιτσ̆ά	ADJ	NOUN	πιο	<EOS>	τούτα εν πολλά δυνατά για  εμένα προτιμώ πιο μιτσ̆ά
4	μιτά	ADV	NOUN	επήρεν	του	ο ομονοιάτης επήρεν μιτά του αποελίστες τζ̆αι έσ̆σ̆ιζεν τους
4	εσ̆σ̆ίστηκαν	VERB	NOUN	<BOS>	τα	εσ̆σ̆ίστηκαν τα εσσώρουχα μου
4	εχτές	ADV	NOUN	<BOS>	έδωκα	εχτές έδωκα κάτω πού την μεάλη σκάλαν τζ̆αι εσ̆σ̆υλλοπόνησα
4	έδωκα	VERB	NOUN	εχτές	κάτω	εχτές έδωκα κάτω πού την μεάλη σκάλαν τζ̆αι εσ̆σ̆υλλοπόνησα
4	πού	ADP	NOUN	κάτω	την	εχτές έδωκα κάτω πού την μεάλη σκάλαν τζ̆αι εσ̆σ̆υλλοπόνησα
4	την	PRON	DET	πού	μεάλη	εχτές έδωκα κάτω πού την μεάλη σκάλαν τζ̆αι εσ̆σ̆υλλοπόνησα
4	μεάλη	ADJ	NOUN	την	σκάλαν	εχτές έδωκα κάτω πού την μεάλη σκάλαν τζ̆αι εσ̆σ̆υλλοπόνησα
4	εσ̆σ̆υλλοπόνησα	VERB	NOUN	τζ̆αι	<EOS>	εχτές έδωκα κάτω πού την μεάλη σκάλαν τζ̆αι εσ̆σ̆υλλοπόνησα
4	κίτρινη	ADJ	NOUN	είναι 	με	είναι  κίτρινη με άσπρον τζ̆αι μαύρες βούλες
4	άσπρον	ADJ	NOUN	με	τζ̆αι	είναι  κίτρινη με άσπρον τζ̆αι μαύρες βούλες
4	μαύρες	ADJ	NOUN	τζ̆αι	βούλες	είναι  κίτρινη με άσπρον τζ̆αι μαύρες βούλες
4	βάλε	VERB	NOUN	<BOS>	τα	βάλε τα
4	εν	VERB	PART	<BOS>	χιονάνθρωπος	εν χιονάνθρωπος
4	περπατά	VERB	NOUN	<BOS>	στο	περπατά στο δρόμον στην άκρη
4	της	DET	PRON	φόρεμαν	σταχτοπούτας	ήταν μπλε το φόρεμαν της σταχτοπούτας
4	τρώω	VERB	NOUN	μου	τυρόπιτα	εγώ στο σχολείον μου τρώω τυρόπιτα τζ̆αι γαλατάκι
4	σταμάτα	VERB	NOUN	<BOS>	να	σταμάτα να διάς το τηλέφωνο σου της κάθεμιας τζ̆αι εβαρέθηκα να σου το λαλώ συνέχεια
4	διάς	VERB	NOUN	να	το	σταμάτα να διάς το τηλέφωνο σου της κάθεμιας τζ̆αι εβαρέθηκα να σου το λαλώ συνέχεια
4	κάθεμιας	DET	NOUN	της	τζ̆αι	σταμάτα να διάς το τηλέφωνο σου της κάθεμιας τζ̆αι εβαρέθηκα να σου το λαλώ συνέχεια
4	εβαρέθηκα	VERB	NOUN	τζ̆αι	να	σταμάτα να διάς το τηλέφωνο σου της κάθεμιας τζ̆αι εβαρέθηκα να σου το λαλώ συνέχεια
4	λαλώ	VERB	NOUN	το	συνέχεια	σταμάτα να διάς το τηλέφωνο σου της κάθεμιας τζ̆αι εβαρέθηκα να σου το λαλώ συνέχεια
4	συνέχεια	ADV	NOUN	λαλώ	<EOS>	σταμάτα να διάς το τηλέφωνο σου της κάθεμιας τζ̆αι εβαρέθηκα να σου το λαλώ συνέχεια
5	τόσα	ADV	NOUN	<BOS>	φοινίτζ̆ια	τόσα φοινίτζ̆ια εν  είδα ξανά ποττέ μου
5	εν 	PART	NOUN	φοινίτζ̆ια	είδα	τόσα φοινίτζ̆ια εν  είδα ξανά ποττέ μου
5	είδα	VERB	NOUN	εν 	ξανά	τόσα φοινίτζ̆ια εν  είδα ξανά ποττέ μου
5	ξανά	ADV	NOUN	είδα	ποττέ	τόσα φοινίτζ̆ια εν  είδα ξανά ποττέ μου
5	ποττέ	ADV	NOUN	ξανά	μου	τόσα φοινίτζ̆ια εν  είδα ξανά ποττέ μου
5	την	PRON	DET	που	Λευκωσία	είμαι που την Λευκωσία
5	το	PRON	DET	<BOS>	νερόν	το νερόν είναι  αγιασμένον
5	αγιασμένον	ADJ	NOUN	είναι 	<EOS>	το νερόν είναι  αγιασμένον
5	βουρά	VERB	NOUN	γέρος	έξω	ο γέρος βουρά έξω που το σπίτιν του τζ̆αι συνάει μανιτάρκα για την κρητικήν σούππα
5	έξω	ADV	VERB	βουρά	που	ο γέρος βουρά έξω που το σπίτιν του τζ̆αι συνάει μανιτάρκα για την κρητικήν σούππα
5	το	PRON	DET	που	σπίτιν	ο γέρος βουρά έξω που το σπίτιν του τζ̆αι συνάει μανιτάρκα για την κρητικήν σούππα
5	την	PRON	DET	για	κρητικήν	ο γέρος βουρά έξω που το σπίτιν του τζ̆αι συνάει μανιτάρκα για την κρητικήν σούππα
5	κρητικήν	ADJ	NOUN	την	σούππα	ο γέρος βουρά έξω που το σπίτιν του τζ̆αι συνάει μανιτάρκα για την κρητικήν σούππα
5	κάθε	DET	PRON	βρέσ̆ει	μέρα	βρέσ̆ει κάθε μέρα στην Κύπρον τούτον τον μήναν
5	τούτον	PRON	NOUN	Κύπρον	τον	βρέσ̆ει κάθε μέρα στην Κύπρον τούτον τον μήναν
5	εννά	PART	VERB	<BOS>	φτιάξω	εννά φτιάξω άλλη θέλεις
5	φτιάξω	VERB	NOUN	εννά	άλλη	εννά φτιάξω άλλη θέλεις
5	θέλεις	VERB	NOUN	άλλη	<EOS>	εννά φτιάξω άλλη θέλεις
5	εννά	PART	VERB	<BOS>	βάλω	εννά βάλω κοτόπουλλον εκείνα που σου είπα όι άλλα υλικά
5	βάλω	VERB	NOUN	εννά	κοτόπουλλον	εννά βάλω κοτόπουλλον εκείνα που σου είπα όι άλλα υλικά
5	εκείνα	PRON	NOUN	κοτόπουλλον	που	εννά βάλω κοτόπουλλον εκείνα που σου είπα όι άλλα υλικά
5	είπα	VERB	NOUN	σου	όι	εννά βάλω κοτόπουλλον εκείνα που σου είπα όι άλλα υλικά
5	όι	PART	NOUN	είπα	άλλα	εννά βάλω κοτόπουλλον εκείνα που σου είπα όι άλλα υλικά
5	υλικά	NOUN	ADV	άλλα	<EOS>	εννά βάλω κοτόπουλλον εκείνα που σου είπα όι άλλα υλικά
5	χοροππηδά	VERB	NOUN	που	πάνω	ένα παπί που χοροππηδά πάνω κάτω
5	τες	PRON	DET	που	εργασίες	ο δάσκαλος επέλλανεν μας που τες εργασίες αλλά εν καλός
5	καλός	ADJ	NOUN	εν	<EOS>	ο δάσκαλος επέλλανεν μας που τες εργασίες αλλά εν καλός
5	πίνουμε	VERB	NOUN	<BOS>	το	πίνουμε το γάλα μας και τρώμε τα κονφλέικς μας κάθε πρωί
5	τρώμε	VERB	NOUN	και	τα	πίνουμε το γάλα μας και τρώμε τα κονφλέικς μας κάθε πρωί
