fold	word	gold	pred	left_ctx	right_ctx	sentence
1	λάσπες	NOUN	CONJ	εγέμισε	<EOS>	το παντελόνιν του εγέμισε λάσπες
1	τρώει	VERB	PRON	μέρα	γλυκά	ο γυμναστής κάθε μέρα τρώει γλυκά αλλά εν βάλλει κιλά διότι πάει στο γυμναστήριο
1	εν	PART	VERB	αλλά	βάλλει	ο γυμναστής κάθε μέρα τρώει γλυκά αλλά εν βάλλει κιλά διότι πάει στο γυμναστήριο
1	βάλλει	VERB	DET	εν	κιλά	ο γυμναστής κάθε μέρα τρώει γλυκά αλλά εν βάλλει κιλά διότι πάει στο γυμναστήριο
1	γυμναστήριο	NOUN	PRON	στο	<EOS>	ο γυμναστής κάθε μέρα τρώει γλυκά αλλά εν βάλλει κιλά διότι πάει στο γυμναστήριο
1	χόρτα	NOUN	ADV	τρώει	που	ο λαγός τρώει χόρτα που την  αυλή μας στο βουνό
1	βουνό	NOUN	PRON	στο	<EOS>	ο λαγός τρώει χόρτα που την  αυλή μας στο βουνό
1	που	PRON	ADP	πουλί	ήταν	το πουλί που ήταν την  άλλη φορά στο σπίτι μου εσταμάτησεν να έρκεται επειδή εν βρίσκει πλέον νερόν
1	την 	DET	ADP	ήταν	άλλη	το πουλί που ήταν την  άλλη φορά στο σπίτι μου εσταμάτησεν να έρκεται επειδή εν βρίσκει πλέον νερόν
1	εσταμάτησεν	VERB	NOUN	μου	να	το πουλί που ήταν την  άλλη φορά στο σπίτι μου εσταμάτησεν να έρκεται επειδή εν βρίσκει πλέον νερόν
1	πλέον	ADV	DET	βρίσκει	νερόν	το πουλί που ήταν την  άλλη φορά στο σπίτι μου εσταμάτησεν να έρκεται επειδή εν βρίσκει πλέον νερόν
2	έντεκα	ADJ	DET	είχαν	γιλέκκα	είχαν έντεκα γιλέκκα που ήταν που την Κύπρον τζ̆αι επετάξαν τα
2	την	DET	PRON	που	Κύπρον	είχαν έντεκα γιλέκκα που ήταν που την Κύπρον τζ̆αι επετάξαν τα
2	σαν	ADP	DET	είμαι	σ̆σ̆υλλιά	είμαι σαν σ̆σ̆υλλιά βρεμένα
2	βρεμένα	ADJ	PRON	σ̆σ̆υλλιά	<EOS>	είμαι σαν σ̆σ̆υλλιά βρεμένα
2	επέθανεν	VERB	PRON	Μάριος	αναζητώντας	ο Μάριος επέθανεν αναζητώντας τους κότσ̆ινους βάτραχους τζ̆αι τους μπλε κύκνους
2	κότσ̆ινους	ADJ	ADP	τους	βάτραχους	ο Μάριος επέθανεν αναζητώντας τους κότσ̆ινους βάτραχους τζ̆αι τους μπλε κύκνους
2	κύκνους	NOUN	CONJ	μπλε	<EOS>	ο Μάριος επέθανεν αναζητώντας τους κότσ̆ινους βάτραχους τζ̆αι τους μπλε κύκνους
2	κερδίσω	VERB	PART	να	διπλά	προσεύχουμαι να κερδίσω διπλά ριάλλια πέρκιμον πάω πούποτε διακοπές το πάσχα με την Κωνσταντίνα
2	διπλά	ADV	VERB	κερδίσω	ριάλλια	προσεύχουμαι να κερδίσω διπλά ριάλλια πέρκιμον πάω πούποτε διακοπές το πάσχα με την Κωνσταντίνα
2	ριάλλια	NOUN	DET	διπλά	πέρκιμον	προσεύχουμαι να κερδίσω διπλά ριάλλια πέρκιμον πάω πούποτε διακοπές το πάσχα με την Κωνσταντίνα
2	πέρκιμον	ADV	NOUN	ριάλλια	πάω	προσεύχουμαι να κερδίσω διπλά ριάλλια πέρκιμον πάω πούποτε διακοπές το πάσχα με την Κωνσταντίνα
2	πάω	VERB	SCONJ	πέρκιμον	πούποτε	προσεύχουμαι να κερδίσω διπλά ριάλλια πέρκιμον πάω πούποτε διακοπές το πάσχα με την Κωνσταντίνα
2	πούποτε	ADV	PART	πάω	διακοπές	προσεύχουμαι να κερδίσω διπλά ριάλλια πέρκιμον πάω πούποτε διακοπές το πάσχα με την Κωνσταντίνα
2	διακοπές	NOUN	VERB	πούποτε	το	προσεύχουμαι να κερδίσω διπλά ριάλλια πέρκιμον πάω πούποτε διακοπές το πάσχα με την Κωνσταντίνα
2	το	PRON	DET	διακοπές	πάσχα	προσεύχουμαι να κερδίσω διπλά ριάλλια πέρκιμον πάω πούποτε διακοπές το πάσχα με την Κωνσταντίνα
2	απίστευτον	ADJ	PRON	στο	πλοίον	εμπήκασιν μέσα στο απίστευτον πλοίον του καπετάνιου αφούτις επληρώσαμεν για λλόου τους
2	καπετάνιου	NOUN	VERB	του	αφούτις	εμπήκασιν μέσα στο απίστευτον πλοίον του καπετάνιου αφούτις επληρώσαμεν για λλόου τους
2	αφούτις	SCONJ	ADV	καπετάνιου	επληρώσαμεν	εμπήκασιν μέσα στο απίστευτον πλοίον του καπετάνιου αφούτις επληρώσαμεν για λλόου τους
2	επληρώσαμεν	VERB	ADJ	αφούτις	για	εμπήκασιν μέσα στο απίστευτον πλοίον του καπετάνιου αφούτις επληρώσαμεν για λλόου τους
2	λλόου	PRON	NOUN	για	τους	εμπήκασιν μέσα στο απίστευτον πλοίον του καπετάνιου αφούτις επληρώσαμεν για λλόου τους
2	έχω	VERB	PART	<BOS>	κάμποσες	έχω κάμποσες κλάτσες για τον Σεπτέμβρη
2	κάμποσες	DET	VERB	έχω	κλάτσες	έχω κάμποσες κλάτσες για τον Σεπτέμβρη
2	κλάτσες	NOUN	ADV	κάμποσες	για	έχω κάμποσες κλάτσες για τον Σεπτέμβρη
2	πολλά	ADJ	ADV	είσ̆εν	παιχνίδια	είσ̆εν πολλά παιχνίδια με την μάμμα και τον παπάν μου
2	παιχνίδια	NOUN	ADJ	πολλά	με	είσ̆εν πολλά παιχνίδια με την μάμμα και τον παπάν μου
2	την	DET	PRON	με	μάμμα	είσ̆εν πολλά παιχνίδια με την μάμμα και τον παπάν μου
2	τον	DET	PRON	και	παπάν	είσ̆εν πολλά παιχνίδια με την μάμμα και τον παπάν μου
2	τους 	PRON	CONJ	σπίτκια	εν	τα σπίτκια τους  εν δίπλα τζ̆αι παίζουν το απόγευμαν
2	δίπλα	ADV	ADJ	εν	τζ̆αι	τα σπίτκια τους  εν δίπλα τζ̆αι παίζουν το απόγευμαν
2	μετά	ADV	NOUN	μου	με	εννά πλύννω τα δόντια μου μετά με την οδοντόπαστα και την οδοντόβουρτσα να είναι καθαρά τζ̆αι άσπρα
2	την	DET	PRON	με	οδοντόπαστα	εννά πλύννω τα δόντια μου μετά με την οδοντόπαστα και την οδοντόβουρτσα να είναι καθαρά τζ̆αι άσπρα
2	την	DET	PRON	και	οδοντόβουρτσα	εννά πλύννω τα δόντια μου μετά με την οδοντόπαστα και την οδοντόβουρτσα να είναι καθαρά τζ̆αι άσπρα
2	οδοντόβουρτσα	NOUN	VERB	την	να	εννά πλύννω τα δόντια μου μετά με την οδοντόπαστα και την οδοντόβουρτσα να είναι καθαρά τζ̆αι άσπρα
2	άσπρα	ADJ	VERB	τζ̆αι	<EOS>	εννά πλύννω τα δόντια μου μετά με την οδοντόπαστα και την οδοντόβουρτσα να είναι καθαρά τζ̆αι άσπρα
2	εν	VERB	PART	<BOS>	που	εν που το σούπερμαρκετ
2	πουκάμισο	NOUN	ADP	ένα	όπως	είσ̆ες τζ̆αι ένα πουκάμισο όπως του παπά μου
2	όπως	ADV	NOUN	πουκάμισο	του	είσ̆ες τζ̆αι ένα πουκάμισο όπως του παπά μου
2	του	DET	PRON	όπως	παπά	είσ̆ες τζ̆αι ένα πουκάμισο όπως του παπά μου
2	αρρώστησε	VERB	PRON	κύριος	<EOS>	ο κύριος αρρώστησε
3	είσαι	VERB	DET	<BOS>	ένας	είσαι ένας λεβεντάθρωπος
3	ένας	DET	NOUN	είσαι	λεβεντάθρωπος	είσαι ένας λεβεντάθρωπος
3	λεβεντάθρωπος	NOUN	PRON	ένας	<EOS>	είσαι ένας λεβεντάθρωπος
3	εν	PART	VERB	διότι	έχουν	εδουλεύκασιν διότι εν έχουν ψωμίν να φαν
3	έχουν	VERB	SCONJ	εν	ψωμίν	εδουλεύκασιν διότι εν έχουν ψωμίν να φαν
3	ψωμίν	NOUN	VERB	έχουν	να	εδουλεύκασιν διότι εν έχουν ψωμίν να φαν
3	πορτοκκαλλιά	ADJ	ADV	εν	<EOS>	τα πόδια του εν πορτοκκαλλιά
3	θέλω	VERB	PART	<BOS>	σοκολάτες	θέλω σοκολάτες να φάμεν τζ̆αι άλλα παιχνίθκια να παίξουμεν μαζίν
3	σοκολάτες	NOUN	VERB	θέλω	να	θέλω σοκολάτες να φάμεν τζ̆αι άλλα παιχνίθκια να παίξουμεν μαζίν
3	παιχνίθκια	NOUN	VERB	άλλα	να	θέλω σοκολάτες να φάμεν τζ̆αι άλλα παιχνίθκια να παίξουμεν μαζίν
3	εν	PART	VERB	<BOS>	επήα	εν επήα εν με πήραν ο παππούς τζ̆αι η γιαγιά
3	επήα	VERB	SCONJ	εν	εν	εν επήα εν με πήραν ο παππούς τζ̆αι η γιαγιά
3	εν	PART	VERB	επήα	με	εν επήα εν με πήραν ο παππούς τζ̆αι η γιαγιά
3	με	ADP	SCONJ	εν	πήραν	εν επήα εν με πήραν ο παππούς τζ̆αι η γιαγιά
3	μέλιν	NOUN	VERB	τζ̆αι	<EOS>	έππεσεν πάνω γάλα τζ̆αι μέλιν
3	ποιον	ADP	VERB	<BOS>	μωρόν	ποιον μωρόν έπαιξεν τζ̆αι ανακάτεψεν τα ούλλα
3	μωρόν	NOUN	DET	ποιον	έπαιξεν	ποιον μωρόν έπαιξεν τζ̆αι ανακάτεψεν τα ούλλα
3	έπαιξεν	VERB	NOUN	μωρόν	τζ̆αι	ποιον μωρόν έπαιξεν τζ̆αι ανακάτεψεν τα ούλλα
3	εγόρασεν	VERB	ADP	γιαγιά	μας	η γιαγιά εγόρασεν μας φρουτάκια να φάμεν
3	φρουτάκια	NOUN	VERB	μας	να	η γιαγιά εγόρασεν μας φρουτάκια να φάμεν
3	δαμέ	ADV	VERB	<BOS>	κανένας	δαμέ κανένας εν έρκεται επειδή πριν δέκα μέρες είσ̆εν δυστύχημαν
3	κανένας	DET	SCONJ	δαμέ	εν	δαμέ κανένας εν έρκεται επειδή πριν δέκα μέρες είσ̆εν δυστύχημαν
3	πριν	ADV	PART	επειδή	δέκα	δαμέ κανένας εν έρκεται επειδή πριν δέκα μέρες είσ̆εν δυστύχημαν
3	δέκα	ADJ	VERB	πριν	μέρες	δαμέ κανένας εν έρκεται επειδή πριν δέκα μέρες είσ̆εν δυστύχημαν
3	μέρες	NOUN	SCONJ	δέκα	είσ̆εν	δαμέ κανένας εν έρκεται επειδή πριν δέκα μέρες είσ̆εν δυστύχημαν
3	δυστύχημαν	NOUN	ADV	είσ̆εν	<EOS>	δαμέ κανένας εν έρκεται επειδή πριν δέκα μέρες είσ̆εν δυστύχημαν
3	να	SCONJ	DET	<BOS>	μεν	να μεν ξεράνουν εν κρίμα τα καημένα τζ̆αι εν πολλά όμορφα δέντρα
3	μεν	PART	NOUN	να	ξεράνουν	να μεν ξεράνουν εν κρίμα τα καημένα τζ̆αι εν πολλά όμορφα δέντρα
3	ξεράνουν	VERB	CONJ	μεν	εν	να μεν ξεράνουν εν κρίμα τα καημένα τζ̆αι εν πολλά όμορφα δέντρα
3	εν	VERB	PART	ξεράνουν	κρίμα	να μεν ξεράνουν εν κρίμα τα καημένα τζ̆αι εν πολλά όμορφα δέντρα
3	κρίμα	NOUN	VERB	εν	τα	να μεν ξεράνουν εν κρίμα τα καημένα τζ̆αι εν πολλά όμορφα δέντρα
3	καημένα	ADJ	NOUN	τα	τζ̆αι	να μεν ξεράνουν εν κρίμα τα καημένα τζ̆αι εν πολλά όμορφα δέντρα
3	πολλά	ADV	ADJ	εν	όμορφα	να μεν ξεράνουν εν κρίμα τα καημένα τζ̆αι εν πολλά όμορφα δέντρα
3	όμορφα	ADV	NOUN	πολλά	δέντρα	να μεν ξεράνουν εν κρίμα τα καημένα τζ̆αι εν πολλά όμορφα δέντρα
3	δέντρα	NOUN	PRON	όμορφα	<EOS>	να μεν ξεράνουν εν κρίμα τα καημένα τζ̆αι εν πολλά όμορφα δέντρα
3	τούτα	PRON	PART	<BOS>	εν	τούτα εν πολλά δυνατά για  εμένα προτιμώ πιο μιτσ̆ά
3	πολλά	ADV	ADJ	εν	δυνατά	τούτα εν πολλά δυνατά για  εμένα προτιμώ πιο μιτσ̆ά
3	δυνατά	ADJ	NOUN	πολλά	για 	τούτα εν πολλά δυνατά για  εμένα προτιμώ πιο μιτσ̆ά
3	για 	ADP	CONJ	δυνατά	εμένα	τούτα εν πολλά δυνατά για  εμένα προτιμώ πιο μιτσ̆ά
3	εμένα	PRON	PART	για 	προτιμώ	τούτα εν πολλά δυνατά για  εμένα προτιμώ πιο μιτσ̆ά
3	πιο	ADV	DET	προτιμώ	μιτσ̆ά	τούτα εν πολλά δυνατά για  εμένα προτιμώ πιο μιτσ̆ά
3	μιτσ̆ά	ADJ	NOUN	πιο	<EOS>	τούτα εν πολλά δυνατά για  εμένα προτιμώ πιο μιτσ̆ά
4	επήρεν	VERB	PRON	ομονοιάτης	μιτά	ο ομονοιάτης επήρεν μιτά του αποελίστες τζ̆αι έσ̆σ̆ιζεν τους
4	μιτά	ADV	NOUN	επήρεν	του	ο ομονοιάτης επήρεν μιτά του αποελίστες τζ̆αι έσ̆σ̆ιζεν τους
4	έσ̆σ̆ιζεν	VERB	NOUN	τζ̆αι	τους	ο ομονοιάτης επήρεν μιτά του αποελίστες τζ̆αι έσ̆σ̆ιζεν τους
4	εχτές	ADV	PART	<BOS>	έδωκα	εχτές έδωκα κάτω πού την μεάλη σκάλαν τζ̆αι εσ̆σ̆υλλοπόνησα
4	εσ̆σ̆υλλοπόνησα	VERB	DET	τζ̆αι	<EOS>	εχτές έδωκα κάτω πού την μεάλη σκάλαν τζ̆αι εσ̆σ̆υλλοπόνησα
4	κίτρινη	ADJ	ADV	είναι 	με	είναι  κίτρινη με άσπρον τζ̆αι μαύρες βούλες
4	άσπρον	ADJ	NOUN	με	τζ̆αι	είναι  κίτρινη με άσπρον τζ̆αι μαύρες βούλες
4	μαύρες	ADJ	DET	τζ̆αι	βούλες	είναι  κίτρινη με άσπρον τζ̆αι μαύρες βούλες
4	βλέπει	VERB	CONJ	αγόριν	το	το αγόριν βλέπει το τρένον
4	εν	VERB	PART	<BOS>	χιονάνθρωπος	εν χιονάνθρωπος
4	χιονάνθρωπος	NOUN	VERB	εν	<EOS>	εν χιονάνθρωπος
4	δρόμον	NOUN	PRON	στο	στην	περπατά στο δρόμον στην άκρη
4	άκρη	NOUN	PRON	στην	<EOS>	περπατά στο δρόμον στην άκρη
4	λούναπαρκ	NOUN	PRON	στο	παίζουν	στο λούναπαρκ παίζουν τα μωρά
4	μπλε	ADJ	ADP	ήταν	το	ήταν μπλε το φόρεμαν της σταχτοπούτας
4	της	DET	PRON	φόρεμαν	σταχτοπούτας	ήταν μπλε το φόρεμαν της σταχτοπούτας
4	εγώ	PRON	VERB	<BOS>	στο	εγώ στο σχολείον μου τρώω τυρόπιτα τζ̆αι γαλατάκι
4	τρώω	VERB	ADJ	μου	τυρόπιτα	εγώ στο σχολείον μου τρώω τυρόπιτα τζ̆αι γαλατάκι
4	γαλατάκι	NOUN	DET	τζ̆αι	<EOS>	εγώ στο σχολείον μου τρώω τυρόπιτα τζ̆αι γαλατάκι
4	κάθεμιας	DET	NOUN	της	τζ̆αι	σταμάτα να διάς το τηλέφωνο σου της κάθεμιας τζ̆αι εβαρέθηκα να σου το λαλώ συνέχεια
4	σου	PRON	VERB	να	το	σταμάτα να διάς το τηλέφωνο σου της κάθεμιας τζ̆αι εβαρέθηκα να σου το λαλώ συνέχεια
4	λαλώ	VERB	NOUN	το	συνέχεια	σταμάτα να διάς το τηλέφωνο σου της κάθεμιας τζ̆αι εβαρέθηκα να σου το λαλώ συνέχεια
4	συνέχεια	ADV	PRON	λαλώ	<EOS>	σταμάτα να διάς το τηλέφωνο σου της κάθεμιας τζ̆αι εβαρέθηκα να σου το λαλώ συνέχεια
5	τόσα	ADV	VERB	<BOS>	φοινίτζ̆ια	τόσα φοινίτζ̆ια εν  είδα ξανά ποττέ μου
5	φοινίτζ̆ια	NOUN	SCONJ	τόσα	εν 	τόσα φοινίτζ̆ια εν  είδα ξανά ποττέ μου
5	ξανά	ADV	DET	είδα	ποττέ	τόσα φοινίτζ̆ια εν  είδα ξανά ποττέ μου
5	ποττέ	ADV	NOUN	ξανά	μου	τόσα φοινίτζ̆ια εν  είδα ξανά ποττέ μου
5	την	PRON	DET	που	Λευκωσία	είμαι που την Λευκωσία
5	το	PRON	DET	<BOS>	νερόν	το νερόν είναι  αγιασμένον
5	αγιασμένον	ADJ	ADV	είναι 	<EOS>	το νερόν είναι  αγιασμένον
5	βουρά	VERB	PRON	γέρος	έξω	ο γέρος βουρά έξω που το σπίτιν του τζ̆αι συνάει μανιτάρκα για την κρητικήν σούππα
5	έξω	ADV	NOUN	βουρά	που	ο γέρος βουρά έξω που το σπίτιν του τζ̆αι συνάει μανιτάρκα για την κρητικήν σούππα
5	το	PRON	DET	που	σπίτιν	ο γέρος βουρά έξω που το σπίτιν του τζ̆αι συνάει μανιτάρκα για την κρητικήν σούππα
5	μανιτάρκα	NOUN	ADV	συνάει	για	ο γέρος βουρά έξω που το σπίτιν του τζ̆αι συνάει μανιτάρκα για την κρητικήν σούππα
5	την	PRON	DET	για	κρητικήν	ο γέρος βουρά έξω που το σπίτιν του τζ̆αι συνάει μανιτάρκα για την κρητικήν σούππα
5	κρητικήν	ADJ	NOUN	την	σούππα	ο γέρος βουρά έξω που το σπίτιν του τζ̆αι συνάει μανιτάρκα για την κρητικήν σούππα
5	σούππα	NOUN	PRON	κρητικήν	<EOS>	ο γέρος βουρά έξω που το σπίτιν του τζ̆αι συνάει μανιτάρκα για την κρητικήν σούππα
5	κάθε	DET	PRON	βρέσ̆ει	μέρα	βρέσ̆ει κάθε μέρα στην Κύπρον τούτον τον μήναν
5	τούτον	PRON	CONJ	Κύπρον	τον	βρέσ̆ει κάθε μέρα στην Κύπρον τούτον τον μήναν
5	τον	PRON	DET	τούτον	μήναν	βρέσ̆ει κάθε μέρα στην Κύπρον τούτον τον μήναν
5	θέλεις	VERB	NOUN	άλλη	<EOS>	εννά φτιάξω άλλη θέλεις
5	κοτόπουλλον	NOUN	DET	βάλω	εκείνα	εννά βάλω κοτόπουλλον εκείνα που σου είπα όι άλλα υλικά
5	εκείνα	PRON	NOUN	κοτόπουλλον	που	εννά βάλω κοτόπουλλον εκείνα που σου είπα όι άλλα υλικά
5	είπα	VERB	ADJ	σου	όι	εννά βάλω κοτόπουλλον εκείνα που σου είπα όι άλλα υλικά
5	όι	PART	NOUN	είπα	άλλα	εννά βάλω κοτόπουλλον εκείνα που σου είπα όι άλλα υλικά
5	έσ̆ει	VERB	CONJ	κούκλα	γάντι	η κούκλα έσ̆ει γάντι φόρεμαν μπότες τζ̆αι καππέλλον
5	γάντι	NOUN	DET	έσ̆ει	φόρεμαν	η κούκλα έσ̆ει γάντι φόρεμαν μπότες τζ̆αι καππέλλον
5	μπότες	NOUN	VERB	φόρεμαν	τζ̆αι	η κούκλα έσ̆ει γάντι φόρεμαν μπότες τζ̆αι καππέλλον
5	καππέλλον	NOUN	VERB	τζ̆αι	<EOS>	η κούκλα έσ̆ει γάντι φόρεμαν μπότες τζ̆αι καππέλλον
5	ένα	ADJ	DET	<BOS>	παπί	ένα παπί που χοροππηδά πάνω κάτω
5	που	ADP	PRON	παπί	χοροππηδά	ένα παπί που χοροππηδά πάνω κάτω
5	εν	PART	VERB	<BOS>	μου	εν μου αρέσκει ο μικιμάους
5	έκαμεν	VERB	PRON	Κούλλα	αριστούργημα	η Κούλλα έκαμεν αριστούργημα
5	επέλλανεν	VERB	CONJ	δάσκαλος	μας	ο δάσκαλος επέλλανεν μας που τες εργασίες αλλά εν καλός
5	τες	PRON	DET	που	εργασίες	ο δάσκαλος επέλλανεν μας που τες εργασίες αλλά εν καλός
5	εν	VERB	PART	αλλά	καλός	ο δάσκαλος επέλλανεν μας που τες εργασίες αλλά εν καλός
5	καλός	ADJ	VERB	εν	<EOS>	ο δάσκαλος επέλλανεν μας που τες εργασίες αλλά εν καλός
5	και	CONJ	NOUN	μας	τρώμε	πίνουμε το γάλα μας και τρώμε τα κονφλέικς μας κάθε πρωί
5	τρώμε	VERB	CONJ	και	τα	πίνουμε το γάλα μας και τρώμε τα κονφλέικς μας κάθε πρωί
